date,store,category,product,units_sold,price,revenue
2023-01-02,Store_B,Electronics,Laptop,12,588.46,7061.52
2023-01-02,Store_B,Electronics,Smartwatch,7,827.15,5790.05
2023-01-02,Store_B,Apparel,T-Shirt,10,78.05,780.5
2023-01-02,Store_B,Apparel,Jeans,12,92.49,1109.88
2023-01-02,Store_B,Apparel,Jacket,9,84.69,762.21
2023-01-02,Store_B,Apparel,Sneakers,12,67.12,805.44
2023-01-02,Store_B,Groceries,Rice_5kg,6,20.84,125.04
2023-01-02,Store_B,Groceries,Cooking_Oil,9,6.26,56.34
2023-01-02,Store_B,Groceries,Snacks_Pack,13,6.15,79.95
2023-01-02,Store_B,Groceries,Beverages,13,2.85,37.05
2023-01-02,Store_B,Home_Decor,Lamp,7,54.14,378.98
2023-01-02,Store_B,Home_Decor,Cushion,10,131.81,1318.1
2023-01-02,Store_B,Home_Decor,Wall_Art,13,68.99,896.87
2023-01-02,Store_B,Home_Decor,Curtains,11,15.89,174.79
2023-01-02,Store_B,Beauty,Shampoo,10,70.93,709.3
2023-01-02,Store_B,Beauty,Moisturizer,13,21.54,280.02
2023-01-02,Store_B,Beauty,Perfume,14,16.54,231.56
2023-01-02,Store_B,Beauty,Lipstick,13,14.71,191.23
2023-01-02,Store_C,Electronics,Headphones,11,773.53,8508.83
2023-01-02,Store_C,Electronics,Smartphone,19,689.81,13106.39
2023-01-02,Store_C,Electronics,Laptop,6,745.27,4471.62
2023-01-02,Store_C,Electronics,Smartwatch,7,270.83,1895.81
2023-01-02,Store_C,Apparel,T-Shirt,11,22.12,243.32
2023-01-02,Store_C,Apparel,Jeans,7,106.51,745.57
2023-01-02,Store_C,Apparel,Jacket,7,95.89,671.23
2023-01-02,Store_C,Apparel,Sneakers,7,23.65,165.55
2023-01-02,Store_C,Groceries,Rice_5kg,8,22.56,180.48
2023-01-02,Store_C,Groceries,Cooking_Oil,4,12.88,51.52
2023-01-02,Store_C,Groceries,Snacks_Pack,8,20.32,162.56
2023-01-02,Store_C,Groceries,Beverages,6,3.48,20.88
2023-01-02,Store_C,Home_Decor,Lamp,6,77.19,463.14
2023-01-02,Store_C,Home_Decor,Cushion,7,43.89,307.23
2023-01-02,Store_C,Home_Decor,Wall_Art,7,22.3,156.1
2023-01-02,Store_C,Home_Decor,Curtains,3,89.46,268.38
2023-01-02,Store_C,Beauty,Shampoo,10,70.32,703.2
2023-01-02,Store_C,Beauty,Moisturizer,14,9.53,133.42
2023-01-02,Store_C,Beauty,Perfume,13,58.94,766.22
2023-01-02,Store_C,Beauty,Lipstick,8,24.33,194.64
2023-01-03,Store_A,Electronics,Headphones,21,463.67,9737.07
2023-01-03,Store_A,Electronics,Smartphone,17,822.68,13985.56
2023-01-03,Store_A,Electronics,Laptop,9,554.01,4986.09
2023-01-03,Store_A,Electronics,Smartwatch,16,250.64,4010.24
2023-01-03,Store_A,Apparel,T-Shirt,13,32.54,423.02
2023-01-03,Store_A,Apparel,Jeans,17,26.75,454.75
2023-01-03,Store_A,Apparel,Jacket,7,113.06,791.42
2023-01-03,Store_A,Apparel,Sneakers,9,114.94,1034.46
2023-01-03,Store_A,Groceries,Rice_5kg,11,6.64,73.04
2023-01-03,Store_A,Groceries,Cooking_Oil,13,21.98,285.74
2023-01-03,Store_A,Groceries,Snacks_Pack,11,24.99,274.89
2023-01-03,Store_A,Groceries,Beverages,13,20.35,264.55
2023-01-03,Store_A,Home_Decor,Lamp,6,65.46,392.76
2023-01-03,Store_A,Home_Decor,Cushion,8,94.48,755.84
2023-01-03,Store_A,Home_Decor,Wall_Art,11,91.22,1003.42
2023-01-03,Store_A,Home_Decor,Curtains,10,100.65,1006.5
2023-01-03,Store_A,Beauty,Shampoo,11,28.05,308.55
2023-01-03,Store_A,Beauty,Moisturizer,12,56.08,672.96
2023-01-03,Store_A,Beauty,Perfume,16,76.36,1221.76
2023-01-03,Store_A,Beauty,Lipstick,16,63.54,1016.64
2023-01-03,Store_B,Electronics,Headphones,13,234.23,3044.99
2023-01-03,Store_B,Electronics,Smartphone,8,382.27,3058.16
2023-01-03,Store_B,Electronics,Laptop,15,541.63,8124.45
2023-01-03,Store_B,Electronics,Smartwatch,6,324.87,1949.22
2023-01-03,Store_B,Apparel,T-Shirt,5,71.7,358.5
2023-01-03,Store_B,Apparel,Jeans,17,74.04,1258.68
2023-01-03,Store_B,Apparel,Jacket,13,112.35,1460.55
2023-01-03,Store_B,Apparel,Sneakers,14,94.3,1320.2
2023-01-03,Store_B,Groceries,Rice_5kg,6,23.55,141.3
2023-01-03,Store_B,Groceries,Cooking_Oil,12,20.8,249.6
2023-01-03,Store_B,Groceries,Snacks_Pack,7,24.44,171.08
2023-01-03,Store_B,Groceries,Beverages,14,10.45,146.3
2023-01-03,Store_B,Home_Decor,Lamp,4,145.22,580.88
2023-01-03,Store_B,Home_Decor,Cushion,11,101.03,1111.33
2023-01-03,Store_B,Home_Decor,Wall_Art,6,26.99,161.94
2023-01-03,Store_B,Home_Decor,Curtains,11,97.35,1070.85
2023-01-03,Store_B,Beauty,Shampoo,13,5.83,75.79
2023-01-03,Store_B,Beauty,Moisturizer,8,45.15,361.2
2023-01-03,Store_B,Beauty,Perfume,9,39.08,351.72
2023-01-03,Store_B,Beauty,Lipstick,9,34.59,311.31
2023-01-03,Store_C,Electronics,Headphones,11,591.62,6507.82
2023-01-03,Store_C,Electronics,Smartphone,12,85.42,1025.04
2023-01-03,Store_C,Electronics,Laptop,3,302.06,906.18
2023-01-03,Store_C,Electronics,Smartwatch,10,275.29,2752.9
2023-01-03,Store_C,Apparel,T-Shirt,5,27.75,138.75
2023-01-03,Store_C,Apparel,Jeans,12,83.93,1007.16
2023-01-03,Store_C,Apparel,Jacket,10,108.13,1081.3
2023-01-03,Store_C,Apparel,Sneakers,15,118.39,1775.85
2023-01-03,Store_C,Groceries,Rice_5kg,6,18.85,113.1
2023-01-03,Store_C,Groceries,Cooking_Oil,9,7.67,69.03
2023-01-03,Store_C,Groceries,Snacks_Pack,9,14.75,132.75
2023-01-03,Store_C,Groceries,Beverages,2,19.15,38.3
2023-01-03,Store_C,Home_Decor,Lamp,11,93.03,1023.33
2023-01-03,Store_C,Home_Decor,Cushion,5,59.77,298.85
2023-01-03,Store_C,Home_Decor,Wall_Art,11,104.71,1151.81
2023-01-03,Store_C,Home_Decor,Curtains,8,119.89,959.12
2023-01-03,Store_C,Beauty,Shampoo,9,60.17,541.53
2023-01-03,Store_C,Beauty,Moisturizer,10,32.17,321.7
2023-01-03,Store_C,Beauty,Perfume,2,43.86,87.72
2023-01-03,Store_C,Beauty,Lipstick,12,11.05,132.6
2023-01-04,Store_A,Electronics,Headphones,18,272.45,4904.1
2023-01-04,Store_A,Electronics,Smartphone,12,464.44,5573.28
2023-01-04,Store_A,Electronics,Laptop,4,345.24,1380.96
2023-01-04,Store_A,Electronics,Smartwatch,14,271.13,3795.82
2023-01-04,Store_A,Apparel,T-Shirt,16,41.35,661.6
2023-01-04,Store_A,Apparel,Jeans,14,63.12,883.68
2023-01-04,Store_A,Apparel,Jacket,19,63.22,1201.18
2023-01-04,Store_A,Apparel,Sneakers,9,94.46,850.14
2023-01-04,Store_A,Groceries,Rice_5kg,11,22.91,252.01
2023-01-04,Store_A,Groceries,Cooking_Oil,11,20.24,222.64
2023-01-04,Store_A,Groceries,Snacks_Pack,16,6.24,99.84
2023-01-04,Store_A,Groceries,Beverages,12,24.63,295.56
2023-01-04,Store_A,Home_Decor,Lamp,13,110.71,1439.23
2023-01-04,Store_A,Home_Decor,Cushion,24,74.3,1783.2
2023-01-04,Store_A,Home_Decor,Wall_Art,13,73.05,949.65
2023-01-04,Store_A,Home_Decor,Curtains,17,34.48,586.16
2023-01-04,Store_A,Beauty,Shampoo,18,75.37,1356.66
2023-01-04,Store_A,Beauty,Moisturizer,16,33.53,536.48
2023-01-04,Store_A,Beauty,Perfume,13,61.55,800.15
2023-01-04,Store_A,Beauty,Lipstick,13,57.78,751.14
2023-01-04,Store_B,Electronics,Headphones,3,558.6,1675.8
2023-01-04,Store_B,Electronics,Smartphone,12,117.12,1405.44
2023-01-04,Store_B,Electronics,Laptop,11,147.69,1624.59
2023-01-04,Store_B,Electronics,Smartwatch,20,426.87,8537.4
2023-01-04,Store_B,Apparel,T-Shirt,13,93.08,1210.04
2023-01-04,Store_B,Apparel,Jeans,10,29.7,297.0
2023-01-04,Store_B,Apparel,Jacket,10,15.8,158.0
2023-01-04,Store_B,Apparel,Sneakers,5,99.27,496.35
2023-01-04,Store_B,Groceries,Rice_5kg,8,22.11,176.88
2023-01-04,Store_B,Groceries,Cooking_Oil,7,9.12,63.84
2023-01-04,Store_B,Groceries,Snacks_Pack,7,4.63,32.41
2023-01-04,Store_B,Groceries,Beverages,7,3.84,26.88
2023-01-04,Store_B,Home_Decor,Lamp,10,95.76,957.6
2023-01-04,Store_B,Home_Decor,Cushion,10,69.08,690.8
2023-01-04,Store_B,Home_Decor,Wall_Art,9,101.32,911.88
2023-01-04,Store_B,Home_Decor,Curtains,17,61.96,1053.32
2023-01-04,Store_B,Beauty,Shampoo,13,52.77,686.01
2023-01-04,Store_B,Beauty,Moisturizer,10,79.1,791.0
2023-01-04,Store_B,Beauty,Perfume,7,7.92,55.44
2023-01-04,Store_B,Beauty,Lipstick,5,61.72,308.6
2023-01-04,Store_C,Electronics,Headphones,10,510.2,5102.0
2023-01-04,Store_C,Electronics,Smartphone,7,99.0,693.0
2023-01-04,Store_C,Electronics,Laptop,11,533.97,5873.67
2023-01-04,Store_C,Electronics,Smartwatch,8,869.42,6955.36
2023-01-04,Store_C,Apparel,T-Shirt,13,65.76,854.88
2023-01-04,Store_C,Apparel,Jeans,13,101.89,1324.57
2023-01-04,Store_C,Apparel,Jacket,10,68.6,686.0
2023-01-04,Store_C,Apparel,Sneakers,9,46.44,417.96
2023-01-04,Store_C,Groceries,Rice_5kg,4,2.33,9.32
2023-01-04,Store_C,Groceries,Cooking_Oil,11,11.37,125.07
2023-01-04,Store_C,Groceries,Snacks_Pack,5,8.89,44.45
2023-01-04,Store_C,Groceries,Beverages,5,11.27,56.35
2023-01-04,Store_C,Home_Decor,Lamp,10,94.49,944.9
2023-01-04,Store_C,Home_Decor,Cushion,9,105.57,950.13
2023-01-04,Store_C,Home_Decor,Wall_Art,12,17.61,211.32
2023-01-04,Store_C,Home_Decor,Curtains,2,81.56,163.12
2023-01-04,Store_C,Beauty,Shampoo,7,28.72,201.04
2023-01-04,Store_C,Beauty,Moisturizer,9,77.31,695.79
2023-01-04,Store_C,Beauty,Perfume,8,54.98,439.84
2023-01-04,Store_C,Beauty,Lipstick,9,76.76,690.84
2023-01-05,Store_A,Electronics,Headphones,10,748.85,7488.5
2023-01-05,Store_A,Electronics,Smartphone,19,603.89,11473.91
2023-01-05,Store_A,Electronics,Laptop,16,277.45,4439.2
2023-01-05,Store_A,Electronics,Smartwatch,6,155.71,934.26
2023-01-05,Store_A,Apparel,T-Shirt,10,69.5,695.0
2023-01-05,Store_A,Apparel,Jeans,12,95.87,1150.44
2023-01-05,Store_A,Apparel,Jacket,8,51.55,412.4
2023-01-05,Store_A,Apparel,Sneakers,5,82.88,414.4
2023-01-05,Store_A,Groceries,Rice_5kg,10,13.13,131.3
2023-01-05,Store_A,Groceries,Cooking_Oil,11,7.18,78.98
2023-01-05,Store_A,Groceries,Snacks_Pack,8,9.94,79.52
2023-01-05,Store_A,Groceries,Beverages,10,16.51,165.1
2023-01-05,Store_A,Home_Decor,Lamp,14,74.35,1040.9
2023-01-05,Store_A,Home_Decor,Cushion,8,17.0,136.0
2023-01-05,Store_A,Home_Decor,Wall_Art,26,36.62,952.12
2023-01-05,Store_A,Home_Decor,Curtains,22,89.11,1960.42
2023-01-05,Store_A,Beauty,Shampoo,6,22.15,132.9
2023-01-05,Store_A,Beauty,Moisturizer,12,41.07,492.84
2023-01-05,Store_A,Beauty,Perfume,10,61.57,615.7
2023-01-05,Store_A,Beauty,Lipstick,13,73.87,960.31
2023-01-05,Store_B,Electronics,Headphones,6,290.11,1740.66
2023-01-05,Store_B,Electronics,Smartphone,19,223.98,4255.62
2023-01-05,Store_B,Electronics,Laptop,9,398.0,3582.0
2023-01-05,Store_B,Electronics,Smartwatch,17,158.69,2697.73
2023-01-05,Store_B,Apparel,T-Shirt,2,20.74,41.48
2023-01-05,Store_B,Apparel,Jeans,4,91.58,366.32
2023-01-05,Store_B,Apparel,Jacket,19,84.41,1603.79
2023-01-05,Store_B,Apparel,Sneakers,7,42.86,300.02
2023-01-05,Store_B,Groceries,Rice_5kg,13,18.77,244.01
2023-01-05,Store_B,Groceries,Cooking_Oil,15,5.75,86.25
2023-01-05,Store_B,Groceries,Snacks_Pack,4,18.21,72.84
2023-01-05,Store_B,Groceries,Beverages,10,5.03,50.3
2023-01-05,Store_B,Home_Decor,Lamp,16,86.84,1389.44
2023-01-05,Store_B,Home_Decor,Cushion,10,119.73,1197.3
2023-01-05,Store_B,Home_Decor,Wall_Art,9,68.57,617.13
2023-01-05,Store_B,Home_Decor,Curtains,10,82.62,826.2
2023-01-05,Store_B,Beauty,Shampoo,10,41.23,412.3
2023-01-05,Store_B,Beauty,Moisturizer,8,76.36,610.88
2023-01-05,Store_B,Beauty,Perfume,10,50.75,507.5
2023-01-05,Store_B,Beauty,Lipstick,16,49.07,785.12
2023-01-05,Store_C,Electronics,Headphones,7,763.83,5346.81
2023-01-05,Store_C,Electronics,Smartphone,5,418.55,2092.75
2023-01-05,Store_C,Electronics,Laptop,10,592.04,5920.4
2023-01-05,Store_C,Electronics,Smartwatch,8,261.12,2088.96
2023-01-05,Store_C,Apparel,T-Shirt,7,23.52,164.64
2023-01-05,Store_C,Apparel,Jeans,15,111.68,1675.2
2023-01-05,Store_C,Apparel,Jacket,16,113.31,1812.96
2023-01-05,Store_C,Apparel,Sneakers,4,46.61,186.44
2023-01-05,Store_C,Groceries,Rice_5kg,5,5.69,28.45
2023-01-05,Store_C,Groceries,Cooking_Oil,5,9.13,45.65
2023-01-05,Store_C,Groceries,Snacks_Pack,10,22.16,221.6
2023-01-05,Store_C,Groceries,Beverages,8,16.04,128.32
2023-01-05,Store_C,Home_Decor,Lamp,7,32.59,228.13
2023-01-05,Store_C,Home_Decor,Cushion,4,134.72,538.88
2023-01-05,Store_C,Home_Decor,Wall_Art,7,42.79,299.53
2023-01-05,Store_C,Home_Decor,Curtains,10,67.67,676.7
2023-01-05,Store_C,Beauty,Shampoo,7,34.39,240.73
2023-01-05,Store_C,Beauty,Moisturizer,8,40.57,324.56
2023-01-05,Store_C,Beauty,Perfume,7,68.25,477.75
2023-01-05,Store_C,Beauty,Lipstick,10,34.09,340.9
2023-01-06,Store_A,Electronics,Headphones,13,369.15,4798.95
2023-01-06,Store_A,Electronics,Smartphone,14,364.14,5097.96
2023-01-06,Store_A,Electronics,Laptop,9,54.52,490.68
2023-01-06,Store_A,Electronics,Smartwatch,25,577.4,14435.0
2023-01-06,Store_A,Apparel,T-Shirt,26,43.45,1129.7
2023-01-06,Store_A,Apparel,Jeans,12,23.08,276.96
2023-01-06,Store_A,Apparel,Jacket,20,37.97,759.4
2023-01-06,Store_A,Apparel,Sneakers,13,60.4,785.2
2023-01-06,Store_A,Groceries,Rice_5kg,3,14.82,44.46
2023-01-06,Store_A,Groceries,Cooking_Oil,15,3.55,53.25
2023-01-06,Store_A,Groceries,Snacks_Pack,9,2.52,22.68
2023-01-06,Store_A,Groceries,Beverages,8,19.58,156.64
2023-01-06,Store_A,Home_Decor,Lamp,18,42.04,756.72
2023-01-06,Store_A,Home_Decor,Cushion,25,73.67,1841.75
2023-01-06,Store_A,Home_Decor,Wall_Art,20,35.11,702.2
2023-01-06,Store_A,Home_Decor,Curtains,16,107.95,1727.2
2023-01-06,Store_A,Beauty,Shampoo,18,50.51,909.18
2023-01-06,Store_A,Beauty,Moisturizer,18,72.3,1301.4
2023-01-06,Store_A,Beauty,Perfume,10,10.33,103.3
2023-01-06,Store_A,Beauty,Lipstick,8,16.05,128.4
2023-01-06,Store_B,Electronics,Headphones,11,622.9,6851.9
2023-01-06,Store_B,Electronics,Smartphone,7,120.33,842.31
2023-01-06,Store_B,Electronics,Laptop,11,119.93,1319.23
2023-01-06,Store_B,Electronics,Smartwatch,9,782.87,7045.83
2023-01-06,Store_B,Apparel,T-Shirt,16,49.46,791.36
2023-01-06,Store_B,Apparel,Jeans,13,82.7,1075.1
2023-01-06,Store_B,Apparel,Jacket,9,101.7,915.3
2023-01-06,Store_B,Apparel,Sneakers,11,73.46,808.06
2023-01-06,Store_B,Groceries,Rice_5kg,9,19.26,173.34
2023-01-06,Store_B,Groceries,Cooking_Oil,8,8.7,69.6
2023-01-06,Store_B,Groceries,Snacks_Pack,8,21.03,168.24
2023-01-06,Store_B,Groceries,Beverages,6,16.15,96.9
2023-01-06,Store_B,Home_Decor,Lamp,9,32.5,292.5
2023-01-06,Store_B,Home_Decor,Cushion,5,111.44,557.2
2023-01-06,Store_B,Home_Decor,Wall_Art,11,43.17,474.87
2023-01-06,Store_B,Home_Decor,Curtains,7,125.76,880.32
2023-01-06,Store_B,Beauty,Shampoo,14,28.82,403.48
2023-01-06,Store_B,Beauty,Moisturizer,13,57.97,753.61
2023-01-06,Store_B,Beauty,Perfume,9,74.65,671.85
2023-01-06,Store_B,Beauty,Lipstick,5,77.61,388.05
2023-01-06,Store_C,Electronics,Headphones,10,392.05,3920.5
2023-01-06,Store_C,Electronics,Smartphone,13,756.31,9832.03
2023-01-06,Store_C,Electronics,Laptop,9,817.05,7353.45
2023-01-06,Store_C,Electronics,Smartwatch,9,752.57,6773.13
2023-01-06,Store_C,Apparel,T-Shirt,10,18.41,184.1
2023-01-06,Store_C,Apparel,Jeans,11,116.82,1285.02
2023-01-06,Store_C,Apparel,Jacket,4,79.47,317.88
2023-01-06,Store_C,Apparel,Sneakers,11,23.89,262.79
2023-01-06,Store_C,Groceries,Rice_5kg,9,14.23,128.07
2023-01-06,Store_C,Groceries,Cooking_Oil,6,3.57,21.42
2023-01-06,Store_C,Groceries,Snacks_Pack,7,20.74,145.18
2023-01-06,Store_C,Groceries,Beverages,6,11.09,66.54
2023-01-06,Store_C,Home_Decor,Lamp,6,42.39,254.34
2023-01-06,Store_C,Home_Decor,Cushion,20,126.61,2532.2
2023-01-06,Store_C,Home_Decor,Wall_Art,12,111.97,1343.64
2023-01-06,Store_C,Home_Decor,Curtains,11,102.33,1125.63
2023-01-06,Store_C,Beauty,Shampoo,7,17.82,124.74
2023-01-06,Store_C,Beauty,Moisturizer,7,54.63,382.41
2023-01-06,Store_C,Beauty,Perfume,8,74.48,595.84
2023-01-06,Store_C,Beauty,Lipstick,5,7.15,35.75
2023-01-07,Store_A,Electronics,Headphones,7,877.73,6144.11
2023-01-07,Store_A,Electronics,Smartphone,19,412.2,7831.8
2023-01-07,Store_A,Electronics,Laptop,11,334.24,3676.64
2023-01-07,Store_A,Electronics,Smartwatch,15,277.95,4169.25
2023-01-07,Store_A,Apparel,T-Shirt,12,35.31,423.72
2023-01-07,Store_A,Apparel,Jeans,19,101.56,1929.64
2023-01-07,Store_A,Apparel,Jacket,15,75.67,1135.05
2023-01-07,Store_A,Apparel,Sneakers,28,101.44,2840.32
2023-01-07,Store_A,Groceries,Rice_5kg,6,19.6,117.6
2023-01-07,Store_A,Groceries,Cooking_Oil,13,15.87,206.31
2023-01-07,Store_A,Groceries,Snacks_Pack,19,3.03,57.57
2023-01-07,Store_A,Groceries,Beverages,11,3.88,42.68
2023-01-07,Store_A,Home_Decor,Lamp,13,145.14,1886.82
2023-01-07,Store_A,Home_Decor,Cushion,11,94.13,1035.43
2023-01-07,Store_A,Home_Decor,Wall_Art,30,98.72,2961.6
2023-01-07,Store_A,Home_Decor,Curtains,11,28.84,317.24
2023-01-07,Store_A,Beauty,Shampoo,14,5.97,83.58
2023-01-07,Store_A,Beauty,Moisturizer,19,12.12,230.28
2023-01-07,Store_A,Beauty,Perfume,19,55.44,1053.36
2023-01-07,Store_A,Beauty,Lipstick,16,59.77,956.32
2023-01-07,Store_B,Electronics,Headphones,9,156.72,1410.48
2023-01-07,Store_B,Electronics,Smartphone,12,139.66,1675.92
2023-01-07,Store_B,Electronics,Laptop,17,813.24,13825.08
2023-01-07,Store_B,Electronics,Smartwatch,15,318.41,4776.15
2023-01-07,Store_B,Apparel,T-Shirt,18,116.78,2102.04
2023-01-07,Store_B,Apparel,Jeans,11,52.25,574.75
2023-01-07,Store_B,Apparel,Jacket,15,30.9,463.5
2023-01-07,Store_B,Apparel,Sneakers,13,92.11,1197.43
2023-01-07,Store_B,Groceries,Rice_5kg,11,22.88,251.68
2023-01-07,Store_B,Groceries,Cooking_Oil,7,23.61,165.27
2023-01-07,Store_B,Groceries,Snacks_Pack,15,2.93,43.95
2023-01-07,Store_B,Groceries,Beverages,12,20.73,248.76
2023-01-07,Store_B,Home_Decor,Lamp,11,63.65,700.15
2023-01-07,Store_B,Home_Decor,Cushion,15,125.63,1884.45
2023-01-07,Store_B,Home_Decor,Wall_Art,24,83.28,1998.72
2023-01-07,Store_B,Home_Decor,Curtains,10,38.32,383.2
2023-01-07,Store_B,Beauty,Shampoo,11,10.34,113.74
2023-01-07,Store_B,Beauty,Moisturizer,13,18.9,245.7
2023-01-07,Store_B,Beauty,Perfume,11,14.25,156.75
2023-01-07,Store_B,Beauty,Lipstick,16,5.31,84.96
2023-01-07,Store_C,Electronics,Headphones,9,669.36,6024.24
2023-01-07,Store_C,Electronics,Smartphone,10,514.89,5148.9
2023-01-07,Store_C,Electronics,Laptop,11,881.49,9696.39
2023-01-07,Store_C,Electronics,Smartwatch,9,638.24,5744.16
2023-01-07,Store_C,Apparel,T-Shirt,10,85.27,852.7
2023-01-07,Store_C,Apparel,Jeans,10,92.94,929.4
2023-01-07,Store_C,Apparel,Jacket,11,66.26,728.86
2023-01-07,Store_C,Apparel,Sneakers,11,67.11,738.21
2023-01-07,Store_C,Groceries,Rice_5kg,7,14.66,102.62
2023-01-07,Store_C,Groceries,Cooking_Oil,8,20.63,165.04
2023-01-07,Store_C,Groceries,Snacks_Pack,12,11.81,141.72
